Type Water Body,State Name,Min Temperature,Max Temperature,Min Dissolved Oxygen,Max Dissolved Oxygen,Min pH,Max pH,Min Conductivity,Max Conductivity,Min BOD,Max BOD,Min Nitrate N + Nitrite N,Max Nitrate N + Nitrite N,Min Fecal Coliform,Max Fecal Coliform,Min Total Coliform,Max Total Coliform,Year
LAKE,ODISHA,22,33,5.8,12.9,7.3,8.4,112,364,0.6,3.9,0.21,4.03,490,24000,1100,35000,2017
LAKE,ODISHA,10,32,6,9,7.6,8.4,12770,38030,0.9,2,0.13,1.63,2,5400,2,5400,2017
LAKE,ODISHA,11,35,3,9,7.5,8.5,479,730,4.3,10.2,0.69,3.92,2,9200,78,16000,2017
LAKE,ODISHA,22,34,4.8,9.1,7.2,8.5,94,323,1,3.7,0.2,4.26,78,11000,1100,17000,2017
LAKE,ODISHA,22,34,5.1,8.8,7.2,8.4,113,206,0.8,3.5,0,3.04,390,5400,1300,13000,2017
LAKE,ODISHA,23,32,5.1,8.4,7.2,8.5,125,250,1.1,3.2,0.18,2.47,490,14000,2400,22000,2017
POND,ODISHA,23,37,1.7,10.1,7.5,8.6,395,500,1.5,6.3,0.27,6.39,1700,160000,2800,160000,2017
POND,ODISHA,22,32,5.9,16.2,7.7,8.5,520,745,3.3,13.5,0.7,5.44,20,24000,110,54000,2017
POND,ODISHA,21,30,1.7,17.9,7.2,8.6,412,1301,2.7,11,1.45,6.8,8,11000,23,35000,2017
POND,ODISHA,20,34,5.8,15.8,7.2,8.5,369,640,3.2,13.4,0.16,4.73,45,9400,130,17000,2017
POND,ODISHA,20,34,5.7,7.3,6.7,8.5,104,547,1.3,6.8,0.4,6.38,2,13000,230,35000,2017
POND,ODISHA,19,31,2.7,18,7.3,8.5,391,1144,2.9,35.8,0.86,5.73,2,16000,20,16000,2017
LAKE,PUDUCHERRY,29,34,6.4,8.1,8,8.5,307,608,0,23,0.01,0.1,2,2,21,21,2017
LAKE,PUDUCHERRY,29,34,5.6,8.6,8,8.9,568,1012,0,1.8,0.01,0.97,2,110,26,140,2017
LAKE,PUNJAB,12,33,6.2,7.2,7.2,7.6,244,374,1.3,2.3,0.13,1.2,170,2100,210,580,2017
LAKE,PUNJAB,11,29,6,7.3,7,7.4,232,370,1.3,2.4,0.16,2.2,110,630,220,790,2017
LAKE,PUNJAB,11,28,5.2,8.4,7,7.5,148,486,0,2.6,0.2,1.9,43,330,70,790,2017
LAKE,RAJASTHAN,8,30,5.4,8.1,7.6,8.6,350,1190,0.4,2.2,1.6,3,4,14,20,150,2017
LAKE,RAJASTHAN,9,32,5.1,7,7.8,8.5,450,1330,1.5,2.5,1.34,2.28,9,75,20,150,2017
LAKE,RAJASTHAN,19,35,4.4,5.4,7.2,8.4,320,440,1,2.5,1.2,1.66,4,14,11,120,2017
LAKE,RAJASTHAN,8,30,6.4,8,7.8,8.6,490,640,1.2,1.8,1.5,2.68,7,21,11,150,2017
LAKE,RAJASTHAN,15,34.6,4,7.2,7,9.1,270,360,0.9,1.6,0.84,2.28,4,9,7,23,2017
LAKE,RAJASTHAN,9,27,4.5,6,7,8.1,160,410,1,1.8,0,7.64,3,14,7,20,2017
LAKE,RAJASTHAN,18,31,4.5,6.2,6.9,8.4,310,440,1.2,1.7,1.14,1.66,4,14,11,28,2017
LAKE,RAJASTHAN,18,18,6.9,6.9,8.5,8.5,320,320,1,1,1.84,1.84,4,4,20,20,2017
LAKE,RAJASTHAN,16,33,5.8,7.6,7.2,8.5,190,290,0.9,1.6,0,1.7,3,14,4,28,2017
LAKE,RAJASTHAN,20.2,35.7,4.7,6,7.8,8.4,420,650,1,2.1,0.54,2.1,4,14,11,75,2017
LAKE,RAJASTHAN,20.2,35.6,4.6,6.1,7.9,8.4,410,680,0.9,1.9,0.42,2.46,7,20,11,150,2017
LAKE,RAJASTHAN,7,28,4.6,7.2,7.4,8.5,580,820,1.7,2.4,0.98,2.36,4,39,23,150,2017
LAKE,RAJASTHAN,7,28,7.5,8.2,7.7,8.3,440,570,1.2,2.2,1.1,2.28,7,20,20,150,2017
LAKE,RAJASTHAN,7,28,7.1,8,7.8,8.6,430,560,1.5,2.6,1.14,2.74,7,39,11,150,2017
LAKE,RAJASTHAN,20,33,4.1,5.2,6.7,8.4,560,1110,1,2.3,1.2,3.07,4,39,7,93,2017
LAKE,RAJASTHAN,15,31,2.3,4.3,8.6,9.0,3000,5400,5,12.5,1.84,3.32,11,150,150,460,2017
LAKE,TAMIL NADU,17,25,4.3,7.3,6.3,8.0,97,131,2.4,6,0.18,1.36,21,63,26,84,2017
LAKE,TAMIL NADU,12,20,2.2,8.2,6.8,8.0,396,650,3.6,24,1,1,460,1100,1300,2200,2017
LAKE,TAMIL NADU,18,26,5.5,7.9,6.7,8.4,298,437,0.9,8.7,1,1,68,1400,390,2800,2017
LAKE,TAMIL NADU,28,31,5.4,8.2,7.5,9.1,446,1250,1.4,5.2,1,1,110,1100,430,1700,2017
LAKE,TAMIL NADU,30,30,3,7.2,6.9,8.2,342,1729,2,45,0.01,1.37,2,460,460,1700,2017
LAKE,TAMIL NADU,27,31,3.3,7.9,6.1,8.7,268,824,3,45,0.01,1,2,330,230,940,2017
LAKE,TAMIL NADU,31,31,5.3,7.9,6.5,9.4,485,683,2,13,0.03,1,78,330,330,1700,2017
LAKE,TAMIL NADU,30,31,1.7,7.8,6.4,8.4,1059,59900,1.3,14,0,1,2,1200,45,2100,2017
LAKE,TELANGANA,22,31,0.1,2.5,7.4,8.0,952,1415,9,26,0,9.9,58,150,300,520,2017
LAKE,TELANGANA,25,30,0.1,1.2,7.4,8.1,940,1688,18,40,0,9.3,60,90,250,850,2017
LAKE,TELANGANA,20,30,3.8,6.2,7.9,8.6,277,444,1,3,0,1.9,10,35,186,380,2017
LAKE,TELANGANA,22,27,1.9,6,7.6,8.5,902,1420,10,18,0,5.7,54,100,250,450,2017
LAKE,TELANGANA,25,30,0.1,2.4,7.4,8.5,1343,1663,8,29,0,10.9,30,45,280,846,2017
LAKE,TELANGANA,25,30,0.1,0.1,7.1,8.1,1068,2702,20,55,0,6.86,30,55,180,1000,2017
LAKE,TELANGANA,7,29,5.2,60,7.6,8.5,220,320,1,3,0,2.3,15,40,150,300,2017
LAKE,TELANGANA,22,30,2.9,5.2,7.6,8.5,251,510,1,6,0,6.1,15,45,14,798,2017
LAKE,TELANGANA,24,30,1.5,3.8,7.1,8.7,576,1064,3,13,0,7.6,35,80,270,740,2017
LAKE,TELANGANA,24,34,0.1,2.2,7.1,7.9,939,1398,10,28,0,4.8,48,80,321,520,2017
LAKE,TELANGANA,24,30,0.1,1.8,7.3,8.1,1043,1737,10,18,0,6.4,45,75,100,400,2017
LAKE,TELANGANA,20,32,0.1,2,7.4,8.5,813,1790,12,30,0,5.42,20,50,200,920,2017
LAKE,TELANGANA,22,34,0.1,1,7.1,8.3,880,1289,10,30,0,4.6,38,80,310,820,2017
POND,TELANGANA,22,27,0.1,0.9,7.3,8.3,928,1978,13,26,0,10.3,72,120,200,500,2017
POND,TELANGANA,25,31,0.1,1.7,7.2,8.5,8950,32600,107,220,0,28.3,30,50,200,261,2017
POND,TELANGANA,25,30,5.1,5.9,7.8,8.8,358,480,2,5,0,4.6,62,120,352,1000,2017
POND,TELANGANA,20,38,0.1,0.1,4.9,7.6,6080,20680,86,204,27.16,102,8,45,125,200,2017
POND,TELANGANA,20,27,1,2,7.1,8.6,822,1473,5,12,0,10.3,32,65,250,520,2017
POND,TELANGANA,22,28,0.1,4,7.4,8.3,1078,2425,15,28,0,3.3,60,90,270,420,2017
POND,TELANGANA,20,33,0.1,3.1,7.4,8.1,662,1482,12,22,0,8.6,36,60,280,402,2017
POND,TELANGANA,22,33,0.1,2.6,7.4,8.6,830,1736,9,20,0,20.1,40,130,396,1760,2017
POND,TELANGANA,25,30,0.1,3,6.9,8.3,812,1350,7,18,0,3,80,150,400,1100,2017
POND,TELANGANA,25,33,0.1,3.8,7.3,7.9,827,1653,8,20,0,7.4,88,150,250,360,2017
TANK,TELANGANA,23,33,5.4,6.3,7.6,8.6,224,465,2,4,0,2.1,76,140,426,1000,2017
TANK,TELANGANA,20,29,6.1,8.2,7.4,8.5,365,628,3,6,4.6,15,4,20,50,165,2017
TANK,TELANGANA,21,38,4.9,8,7.2,8.3,1163,1825,8,15,13.5,39,8,26,10,164,2017
TANK,TELANGANA,20,36,5.6,7.8,6.7,7.9,1437,6710,6,10,9,33,5,33,69,342,2017
TANK,TELANGANA,20,30,0.1,1,5.7,7.9,2223,7570,17,35,0,5.2,41,80,112,250,2017
TANK,TELANGANA,21,28,6.2,7.1,7.1,7.8,3650,5586,8,10,0,30,4,6,75,180,2017
TANK,TELANGANA,23,29,0.1,0.8,7.3,8.3,1175,2059,18,40,0,18.1,62,90,300,800,2017
TANK,TELANGANA,22,30,4,5.9,7.5,8.9,310,468,3,5,0,4.5,70,120,195,320,2017
TANK,TELANGANA,25,30,3.7,4.8,7.5,8.7,870,1169,12,28,0,15.6,39,60,360,800,2017
TANK,TELANGANA,19,36,0.1,7.8,7.2,8.3,728,1491,4,12,10,38,5,30,56,250,2017
LAKE,TRIPURA,25,27,7.2,8.6,7.4,8.5,103,195,1,2.5,0.52,1.24,170,220,280,350,2017
LAKE,TRIPURA,25,27,6.9,7.9,6.7,8.1,123,235,1.1,2.6,0.29,0.85,170,220,280,350,2017
LAKE,TRIPURA,25,27,6.8,8.1,7.1,7.8,72,128,0.5,2,0.45,1.77,120,220,210,350,2017
POND,TRIPURA,24,27,4.1,5.7,8.1,9.0,89,141,0.2,0.9,0.19,0.67,170,220,280,400,2017
POND,TRIPURA,25,27,5.1,6.8,7.6,8.6,94,179,0.4,1.5,0.3,1.13,170,210,280,350,2017
POND,TRIPURA,24.5,27,7.7,9,8.4,9.5,94,173,0.6,3,0.31,1.12,170,220,280,350,2017
POND,TRIPURA,24.5,27,7.1,8.2,8.1,9.0,92,169,0.5,2.1,0.11,0.37,170,220,350,350,2017
POND,TRIPURA,24.5,27,7.3,9,7,8.5,97,167,0.5,1.9,0.1,0.33,170,220,280,350,2017
LAKE,UTTAR PRADESH,15,30,7.1,8.6,7.5,8.3,258,685,3.9,5.1,0,1.66,2100,22000,4900,35000,2017
LAKE,UTTAR PRADESH,20,32,5,6.3,8.1,8.2,352,618,4.5,4.9,0.09,1.12,4700,6800,8000,8900,2017
POND,UTTAR PRADESH,17,35.3,0,2.9,8.1,9.7,293,3370,70,92,0,0,4900,9400,24000,43000,2017
POND,UTTAR PRADESH,16,34,0,2.1,7.1,8.0,877,1715,85,95,0,0,1200,9400,28000,54000,2017
LAKE,WEST BENGAL,23,34,5,14.7,5.8,9.3,240,578,2.4,13.2,0.43,0.69,400,13000,800,17000,2017
LAKE,WEST BENGAL,21,35,4.1,25.5,7.6,9.2,618,764,5.3,22.2,0,2.31,70000,300000,90000,500000,2017
LAKE,WEST BENGAL,21,35,3.9,17,7.5,8.9,629,794,4,18,0,2.75,80000,240000,110000,300000,2017
LAKE,WEST BENGAL,21,35,5.3,22,7.8,9.0,615,768,1.9,23.3,0,2.48,80000,280000,110000,350000,2017
LAKE,WEST BENGAL,21,30,5.5,78,6.8,8.8,36,79,2.4,4.5,0.33,0.48,1300,6000,3300,22000,2017
LAKE,WEST BENGAL,10,20,6.4,7.3,6.7,7.6,64,139,2.3,3.6,0.3,0.63,2700,8000,9000,70000,2017
LAKE,WEST BENGAL,10,24,7.1,8.6,7,8.0,15,44,0.8,2.5,0.31,0.6,110,230,400,1400,2017
LAKE,WEST BENGAL,4,13,7.6,8.8,6.1,7.8,10,34,0.5,2.4,0.37,0.53,90,140,170,1400,2017
LAKE,WEST BENGAL,20,34,6.4,9.8,7.4,8.1,161,299,1.1,5.4,0.06,0.5,700,2600,1400,3400,2017
LAKE,WEST BENGAL,18,32,2.4,8.1,7.1,8.3,384,554,0.6,5.4,0.07,0.63,1700,17000,3300,28000,2017
LAKE,"ANDHRA 
PRADESH",28,28,5.2,7.4,7.1,8.0,8670,47200,1.6,7.1,1.3,2.9,2,4,1100,1600,2018
LAKE,"ANDHRA 
PRADESH",26,30,5.5,7,7.1,8.3,817,1108,1.2,1.5,1.2,2.8,15,39,350,2400,2018
LAKE,ASSAM,15,24,0.5,8.9,5.6,7.2,30,116,3.2,62,0.2,8,2,2700,2,21000,2018
LAKE,ASSAM,20,36,5.1,7.9,6.8,9.5,52,197,0.8,2.1,0.1,1.1,2,360,2,910,2018
POND,ASSAM,20,36,1.6,6,6.7,7.8,461,958,3.8,18,0.7,2.3,300,2800,360,110000,2018
POND,ASSAM,15,25,3,7.4,5.7,7.1,105,212,2.1,10,0.1,2.1,2,3500,360,24000,2018
POND,ASSAM,18,32,4.3,7.2,6.3,8.4,20,38,1.3,3.1,0.1,3,2,360,300,730,2018
POND,ASSAM,22,32,4.8,8.2,6.3,7.9,21,41,0.9,3.6,0.1,1.1,2,730,300,1500,2018
POND,ASSAM,19,33,5.3,7.8,6.5,7.6,44,96,1.4,5.9,0.3,1.6,2,910,360,2800,2018
POND,ASSAM,20,33,6.8,8.4,7.1,8.9,218,279,3.4,17.5,0.1,1.7,2,910,2,910,2018
POND,ASSAM,20,32,7,9,6.3,9.2,64,83,3,12.4,0.2,3,2,2800,2,21000,2018
POND,ASSAM,20,32,6.5,8.6,6.7,8.5,17,244,3.2,8,0.1,1.5,2,730,2,1400,2018
POND,ASSAM,22,34,3.8,9,6.3,7.9,18,152,4.6,9,0.1,1.9,2,910,2,1400,2018
POND,ASSAM,22,36,1.8,10,6,7.4,51,88,1.8,6,0.2,1.2,2,2000,2,12000,2018
POND,ASSAM,23,30,4.6,14.5,7.7,9.3,145,185,3.2,28.2,0.3,1.9,2,3500,2,240000,2018
POND,ASSAM,22,30,4.5,11,6.3,8.1,282,441,2.8,16,0.2,2.4,2,21000,2,21000,2018
POND,ASSAM,24,33,3.8,13.1,6.1,9.7,125,325,2.6,14.8,0.1,1.7,2,910,2,4200,2018
POND,ASSAM,20,34,4.7,11,6.8,8.7,195,225,3.9,14,0.1,2.1,2,1500,2,4300,2018
POND,ASSAM,20,36,4.6,10.6,5.8,7.6,18,42,1.4,4.5,0.2,1.4,2,910,2,2300,2018
POND,ASSAM,22,36,0,10,6.9,8.3,50,58,1.5,7,0.2,1.3,2,1500,300,7500,2018
POND,ASSAM,22,38,4.8,5.6,6.5,7.9,10,112,1.1,2.8,0.1,1.1,2,2100,2,3900,2018
POND,ASSAM,23,35,2,6.2,6.6,7.8,43,51,1.3,2.4,0.1,1.1,2,1500,730,29000,2018
POND,ASSAM,22,36,4.8,7,6.8,7.7,53,76,1.2,4,0.1,1.2,2,1500,360,3900,2018
POND,ASSAM,20,25,3.1,5.6,6.8,7.2,94,136,2.3,5,0.4,4.3,2,730,2,2000,2018
POND,ASSAM,18,33,4,7.8,6.2,7.9,18,33,1.2,4.2,0.1,1.1,2,360,360,1100,2018
POND,ASSAM,21,33,5.5,8.1,6.5,7.8,23,34,1.8,3.4,0.3,1.9,2,910,360,1400,2018
POND,ASSAM,21,31,5.5,9.5,6,7.7,29,37,1,2.6,0.1,1.4,2,2000,2,21000,2018
POND,ASSAM,19,33,4.9,8.5,6.3,7.5,50,95,1.6,4,0.6,1.6,2,720,360,1500,2018
POND,ASSAM,21,25,4,4.2,6.7,7.3,104,166,2.6,4.1,0.7,1.3,2,1500,2,2000,2018
POND,ASSAM,23,32,3.2,8.4,6.8,8.9,302,364,2.8,23.5,0.2,3.8,360,240000,730,240000,2018
POND,ASSAM,20,32,2.5,6.5,6.2,7.9,20,49,1.3,2.8,0.1,1.3,600,910,910,2100,2018
TANK,ASSAM,21,32,5,8.3,6.1,7.7,10,27,0.9,3.2,0.1,1.6,2,730,300,1100,2018
LAKE,BIHAR,17,33,8.2,14.8,7.2,8.5,149,465,2.4,2.8,0,35,4000,11000,11000,22000,2018
LAKE,BIHAR,14,32,7.9,12.7,6.9,9.4,328,781,2.1,2.9,0,3.8,4000,7900,11000,15000,2018
LAKE,BIHAR,23,35,5.7,10.5,6.7,8.0,347,1220,1.8,2.8,0.1,0.9,3100,7900,7000,14000,2018
POND,BIHAR,18,38,5.6,10.4,7.2,8.4,437,1121,2.5,2.9,0,2.4,2100,21000,4600,29000,2018
POND,BIHAR,18,37,6.4,10.2,7.1,8.1,202,1131,2.2,2.9,0,2.2,1700,11000,3300,22000,2018
LAKE,CHANDIGARH,16,30.5,4.8,9.9,7.3,8.2,198,287,1,4,0,4.9,2,18000,2,30000,2018
LAKE,DELHI,31,31,16.4,16.4,8.7,8.7,1162,1162,17,17,0,0,170,170,280,280,2018
LAKE,GOA,27,31,6,8.6,6.8,7.8,35,61,0.6,2.3,BDL,0.4,2,23,BDL,49,2018
LAKE,GOA,27,32,5.7,9.8,6.1,8.2,29,262,0,4.8,BDL,0.7,450,17000,780,28000,2018
LAKE,GOA,25,32,4.9,8.2,7,8.1,46,187,0.3,1.7,0,0.1,7,540,13,920,2018
LAKE,GOA,24.6,32,1.9,10.5,6.6,8.5,84,331,0.3,9.7,BDL,15.9,200,13000,450,24000,2018
LAKE,GOA,26,34,3.2,7.3,6.7,8.5,144,362,0,3.9,0,1.1,200,2300,400,4900,2018
LAKE,GOA,27.6,31.2,4.8,11.2,6,8.7,80,209,0.8,4.8,0,1.4,200,7900,450,17000,2018
LAKE,GOA,27,31.4,0.9,8,6.4,7.9,223,839,1.1,6,0,6.4,24000,54000,54000,92000,2018
LAKE,GOA,27,31.4,4,6.8,6,7.6,80,218,0.8,4.9,0,12,450,7900,780,17000,2018
LAKE,GUJARAT,22,32,3.7,9.6,8.3,9.2,292,3218,13,43,0.2,0.4,21,45,210,430,2018
LAKE,GUJARAT,18,30,3.3,9.1,7.9,9.2,442,1335,8,39,0,0.3,21,68,210,430,2018
LAKE,GUJARAT,25,31,7,9.1,7.4,8.5,276,371,0.3,0.8,0.4,0.9,2,11,4,33,2018
LAKE,GUJARAT,27,32,2.7,5.8,7.3,8.4,1401,4280,0.2,11.2,0.6,1,12,540,47,920,2018
LAKE,GUJARAT,26,31,BDL,9.2,7.5,10.0,2305,29310,5,93,0,0.3,5,14,31,58,2018
LAKE,GUJARAT,21,30,3.8,8.7,7.2,8.4,2164,2808,2.1,19,0.1,0.7,4,17,24,79,2018
LAKE,GUJARAT,21,30,4.6,6.6,7,8.5,340,620,4.5,11,0.2,0.4,2,10,2,27,2018
LAKE,GUJARAT,22,26,0,13.6,6.7,8.3,303,1280,2.6,86.6,0,0.5,2,4,BDL,21,2018
LAKE,GUJARAT,26,29,5.3,8.5,7.3,8.5,347,459,1.1,2,0,0.1,2,2,12,25,2018
LAKE,GUJARAT,28,31,5.9,7.8,7.3,9.6,10,792,0.3,1.3,0,0.7,11,22,33,94,2018
LAKE,GUJARAT,27,32,6.8,7.5,7.2,8.1,4,530,0.5,1.1,0,0.1,3,27,20,172,2018
LAKE,GUJARAT,24,29,4.5,7.2,7.2,8.1,1090,3680,2,32.5,0,0.3,2,14,8,14,2018
LAKE,GUJARAT,25,38,3.3,6.8,7.4,8.2,466,2682,0.3,60,0.1,0.1,2,2,2,14,2018
LAKE,GUJARAT,23,28,3.1,5.8,7.4,8.1,432,648,0.6,3.8,0.4,0.9,4,46,21,120,2018
LAKE,GUJARAT,24,33,2.1,5.2,7,8.4,672,1700,1.2,8.9,0,8.6,6,9,14,26,2018
LAKE,GUJARAT,27,32,BDL,9.6,8.4,9.4,3137,6632,20,80,0.2,0.4,13,63,58,430,2018
LAKE,GUJARAT,26,30,1.7,9,8.9,9.9,2259,9400,12,36,0.2,0.4,2,40,2,280,2018
LAKE,GUJARAT,29,30,2.1,8.5,7.7,8.5,222,1361,0.4,7.2,0,0.6,12,46,49,210,2018
POND,GUJARAT,27,34,6,7.1,7.1,8.4,405,2528,1.1,2.3,0.1,0.2,9,84,84,221,2018
POND,GUJARAT,22,32,6.1,7.4,7.3,8.3,331,589,1.1,2.1,0,0.2,2,48,23,348,2018
TANK,GUJARAT,27,30,2.4,9.8,BDL,8.2,341,2154,5,166,0,0.6,4,45,17,350,2018
LAKE,"HIMACHAL 
PRADESH",10,22,8.1,11.5,7.4,8.7,144,397,0.2,0.6,0.1,1.1,26,120,280,920,2018
LAKE,"HIMACHAL 
PRADESH",7.7,18,6.9,8.9,7,8.1,154,536,0.1,0.5,0.1,2.9,2,6,63,180,2018
LAKE,"HIMACHAL 
PRADESH",10,26,5.5,8.2,7.7,8.3,402,826,0.6,2.2,0,0.5,21,34,40,84,2018
LAKE,"HIMACHAL 
PRADESH",11,32,6,10.9,7.8,8.5,165,390,0.7,6,0,2,58,220,920,1600,2018
LAKE,"HIMACHAL 
PRADESH",7.6,12.3,5.8,6.2,6.7,7.8,50,102,1.8,6,0.5,2.4,4,22,110,540,2018
LAKE,KARNATAKA,24.6,33,4.1,8.8,6.8,8.6,302,545,2,7,0.5,3.1,110,220000,920,1720000,2018
LAKE,KARNATAKA,24,26,0.5,6.7,6.7,8.1,120,882,2.4,6.7,0.1,2.3,380,1200,1700,4700,2018
LAKE,KARNATAKA,20,26,0,6,5.7,7.9,983,1920,4,25.6,0.4,4.2,1100,2700,5800,7900,2018
LAKE,KARNATAKA,22,27,6.5,7.7,8.4,9.1,535,624,3,5,0.2,2.5,910,1700,3800,5800,2018
LAKE,KARNATAKA,23,29,0,4,6.5,7.8,896,1180,10.1,23.2,0.2,4.3,1400,3100,6300,8400,2018
LAKE,KARNATAKA,19,29,0,3.6,7.3,8.1,852,1203,10.4,24.2,0.2,5.6,1700,2700,6300,7900,2018
LAKE,KARNATAKA,20,33,4,7.1,7.9,9.5,467,938,3,10.3,0.1,2.4,920,1400,3500,6300,2018
LAKE,KARNATAKA,22,29,5,7,7.6,9.2,654,989,3,6.4,0.1,5.6,920,1700,3400,6300,2018
LAKE,KARNATAKA,24,30,5.5,8.3,6.9,8.4,421,596,3,9,0.5,7,33,84000,130,920000,2018
LAKE,KARNATAKA,24,30,5,7.8,6.5,8.2,265,1128,3,5,0.2,4.7,490,12000,3500,92000,2018
LAKE,KARNATAKA,27,33,5,8.7,7,8.8,320,2775,3,10,0.5,2.4,110,270000,920,3480000,2018
LAKE,KARNATAKA,25,29,0,4.8,7.2,7.8,1680,3570,18,38,1.4,26,47000,1100000,540000,16000000,2018
LAKE,KARNATAKA,26,30,0,5.1,6.8,7.5,418,1237,3,32,0.6,11,70000,7900000,1600000,34800000,2018
LAKE,KARNATAKA,25,29,3.2,6,6.5,7.2,885,1379,5,46,0.4,15,27000,490000,240000,5420000,2018
LAKE,KARNATAKA,23,29,1.6,4.5,6.8,7.5,1072,1786,4,47,0.9,8.8,460,2100000,5400,34500000,2018
LAKE,KARNATAKA,26,30,2.8,6.5,6.5,7.6,657,1246,4,13,0.7,13.9,330,17000,5400,92000,2018
LAKE,KARNATAKA,26,30,1.3,7,6.5,7.6,525,1246,2,13,0.5,8.5,330,46000,3500,350000,2018
LAKE,KARNATAKA,28,29,2.3,5.6,6.1,6.9,456,1102,4,10,0.7,8,840,28000,17000,160000,2018
LAKE,KARNATAKA,25.2,30,2.2,7.6,6.3,8.0,479,1290,3,10,0.9,7.1,430,1700000,5400,10900000,2018
LAKE,KARNATAKA,25.4,30,0.9,7.3,6.5,8.0,707,1212,4,28,1,12.7,6300,460000,15000,1720000,2018
LAKE,KARNATAKA,25.2,28,5.4,7.1,7,7.6,640,1037,4,11,1.5,3.5,33000,220000,130000,1720000,2018
LAKE,KARNATAKA,25.3,29,2.3,7.6,6.4,8.2,484,1288,4,20,0.9,6.2,2200,490000,14000,3480000,2018
LAKE,KARNATAKA,26,30,1.5,10.2,6.5,7.6,66,1240,3.6,79,0.7,28.6,460,12000,3200,92000,2018
LAKE,KARNATAKA,25,30,2.1,5.7,6.5,8.4,760,1686,3,22,0.4,10,7900,1100000,28000,9200000,2018
LAKE,KARNATAKA,27,30,1.5,6.2,6.3,8.0,679,968,4,11,0.5,11.4,1400,2100000,9200,22100000,2018
LAKE,KARNATAKA,26,28,0,6.7,6.6,7.2,777,1232,6,56,0.8,4.4,4900,79000,35000,540000,2018
LAKE,KARNATAKA,26,31,0,7.4,6.8,7.7,783,1362,3,84,0.4,4,3300,49000000,24000,240000000,2018
LAKE,KARNATAKA,24,30,4.2,8.4,6,7.3,478,664,3,5,0.4,3.8,1400,33000,7000,348000,2018
LAKE,KARNATAKA,28,31,4,8.7,6.6,9.3,632,1103,4,15,0.8,10.4,400,9400,3480,35000,2018
LAKE,KARNATAKA,27,31,0.5,4.3,6.8,7.1,1003,1120,5,77,0.6,2,790,11000,5400,92000,2018
LAKE,KARNATAKA,22,29,1.2,8.9,7.2,9.0,1522,2248,8,28,1,50,330,33000,3500,172000,2018
LAKE,KARNATAKA,22,29,1.8,8,6.6,8.4,220,518,3,56,0.2,2.4,170,2600,1090,27800,2018
LAKE,KARNATAKA,20,30,2.8,7.3,6.8,8.3,315,689,2,40,0.4,7,8,11000,5400,92000,2018
LAKE,KARNATAKA,23,26,2,6.1,7.1,7.6,207,343,4,5,0.4,1.2,490,2800,3480,16000,2018
LAKE,KARNATAKA,22,25,5.6,7.9,6.2,7.8,122,271,3,4,0.1,1.7,330,17000,3500,160000,2018
LAKE,KARNATAKA,23,25,0.4,3.2,6.6,7.3,1912,3000,19,74,2,11,400,21000000,3500,160000000,2018
LAKE,KARNATAKA,23,25,1.5,5.5,6.7,7.7,1529,2490,4,17,1.2,16,330,11000,3500,92000,2018
LAKE,KARNATAKA,23,25,0.8,5.8,6.5,8.0,55,1586,4,10,0.4,8,31,17000,540,92000,2018
LAKE,KARNATAKA,23,25,0.5,7.8,6.5,8.4,128,1967,2,25,0.1,6.4,340,170000,5400,920000,2018
TANK,KARNATAKA,20,28,6.6,7.6,6.8,8.8,229,935,2,6,0,3.6,30,3600,122,6400,2018
TANK,KARNATAKA,24,33,6,8.6,8.8,9.7,1455,2903,12,42,0,0.2,2500,18000,8000,32000,2018
TANK,KARNATAKA,20,26,6.7,7.6,6.9,8.4,240,638,3,8,0,0.1,26,1200,112,3600,2018
TANK,KARNATAKA,28,31,6.2,7.7,6.9,7.2,120,280,1,4,0.1,1.6,2,17,2,34,2018
TANK,KARNATAKA,23,28,4.8,7.1,7.2,8.1,524,942,3,6.2,0.1,1.5,780,1700,4300,5800,2018
TANK,KARNATAKA,25.3,30,1.5,7,6.9,8.1,496,1244,5,14,0.8,8.4,400,9400,3500,54200,2018
TANK,KARNATAKA,24.6,30,5.6,8.9,7,8.1,373,590,3,6,0.2,6.6,110,17000,1090,92000,2018
TANK,KARNATAKA,26,28,4.3,8.2,6.9,8.1,426,686,3,9,0.4,2.1,330,4800,1600,35000,2018
TANK,KARNATAKA,24.6,33,2.2,8.6,6.8,8.5,319,1400,3,19,0.5,3.6,4600,49000,35000,348000,2018
TANK,KARNATAKA,21,29,4.6,8.5,6.5,8.4,126,1662,3,8,0.1,4.4,480,110000,3500,350000,2018
TANK,KARNATAKA,22,30,0.8,8.2,6.5,8.3,156,2480,2,17,0.1,15,330,46000,5400,542000,2018
TANK,KARNATAKA,22,30,0.5,8.5,6.5,9.2,525,1441,6,49,0.4,8.4,210,580000,350,9200000,2018
TANK,KARNATAKA,25,29,0,3.1,7.2,7.9,2120,4930,24,48,1.8,16.8,310,940000,3500,9200000,2018
TANK,KARNATAKA,20,27,3.2,5.6,6.5,7.7,936,1580,3.9,38,0.5,4.6,3300,700000,35000,2780000,2018
TANK,KARNATAKA,24,29,4.2,6.4,6.7,8.0,420,1691,3,39,0.5,4.1,480,790000,3500,5420000,2018
TANK,KARNATAKA,22,29,3.8,5.4,6.6,10.5,1003,1717,4,25,0.5,9,1400,460000,54000,2210000,2018
